Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L
TCGA-55-7227-01	2	11	73	10	53	2	22	3	10	6	9	3
TCGA-55-7281-01	26	36	232	16	115	12	0	4	76	29	11	0
TCGA-55-7283-01	8	20	70	24	38	23	37	10	18	39	1	3
TCGA-55-7284-01	6	0	0	0	4	17	19	4	2	1	0	4
TCGA-55-7570-01	14	22	108	17	133	6	6	3	64	81	12	1
TCGA-55-7573-01	0	10	12	7	11	2	0	2	11	4	3	1
TCGA-55-7574-01	26	16	53	39	20	3	0	10	55	96	3	1
TCGA-55-7576-01	7	28	173	15	135	27	20	0	64	20	9	1
TCGA-55-7724-01	3	13	35	18	54	21	8	15	53	23	29	5
TCGA-55-7725-01	1	4	50	2	78	6	3	0	2	4	4	0
TCGA-55-7726-01	4	0	7	24	2	14	20	8	8	54	0	0
TCGA-55-7727-01	32	6	80	52	60	16	10	2	3	51	5	0
TCGA-55-7728-01	2	14	59	0	14	6	18	3	0	5	0	0
TCGA-55-7815-01	0	13	62	6	47	5	19	2	24	4	0	0
TCGA-55-7816-01	0	0	0	0	0	0	2	0	0	0	0	0
TCGA-55-7903-01	3	15	64	16	17	19	21	3	2	15	11	2
TCGA-55-7907-01	32	34	622	83	372	10	36	0	112	152	0	0
TCGA-55-7910-01	1	16	164	3	88	7	24	11	44	10	0	0
TCGA-55-7911-01	8	19	92	4	98	2	8	6	23	18	0	0
TCGA-55-7913-01	14	12	166	16	133	29	3	6	24	30	0	2
TCGA-55-7914-01	6	2	57	6	73	24	3	11	6	18	8	0
TCGA-55-7994-01	18	105	910	30	411	41	19	14	249	76	17	0
TCGA-55-7995-01	23	38	273	53	202	8	5	5	131	58	20	6
TCGA-55-8085-01	6	10	76	56	61	10	23	9	13	64	0	0
TCGA-55-8087-01	7	1	0	2	2	10	4	3	2	3	3	0
TCGA-55-8089-01	47	31	497	181	388	27	11	26	98	240	0	0
TCGA-55-8090-01	5	9	36	0	23	6	6	0	16	5	7	0
TCGA-55-8091-01	0	3	0	1	6	11	9	2	2	0	1	0
TCGA-55-8092-01	39	31	254	103	86	33	36	8	71	53	9	2
TCGA-55-8094-01	8	10	249	12	171	21	2	6	41	15	0	22
TCGA-55-8096-01	7	5	49	4	49	7	11	2	34	10	0	1
TCGA-55-8097-01	4	6	44	7	15	31	13	5	2	8	0	4
TCGA-55-8203-01	4	16	233	2	155	26	12	6	68	8	0	0
TCGA-55-8204-01	22	6	40	32	43	17	0	9	44	48	9	0
TCGA-55-8205-01	26	2	170	57	157	18	0	17	49	137	11	4
TCGA-55-8206-01	0	0	1	5	13	8	5	1	2	2	1	0
TCGA-55-8207-01	9	13	156	2	102	29	5	0	45	18	8	0
TCGA-55-8208-01	29	23	52	76	62	10	0	8	50	113	21	0
TCGA-55-8299-01	4	18	107	11	73	8	0	3	34	6	9	0
TCGA-55-8301-01	13	10	127	5	98	12	10	3	32	29	19	4
TCGA-55-8302-01	16	60	385	3	282	15	0	12	47	25	0	0
TCGA-55-8505-01	3	1	0	5	0	7	4	4	12	8	4	0
TCGA-55-8506-01	28	63	796	9	304	306	361	41	96	29	72	2
TCGA-55-8507-01	21	86	623	16	183	42	0	5	196	32	3	6
TCGA-55-8508-01	3	9	79	14	68	20	6	0	19	6	0	3
TCGA-55-8510-01	12	22	189	4	105	4	5	3	18	30	0	0
TCGA-55-8511-01	22	24	308	56	145	18	23	5	62	36	1	13
TCGA-55-8512-01	1	4	10	2	25	2	1	1	0	3	2	0
TCGA-55-8513-01	1	0	0	0	0	2	4	1	0	0	0	0
TCGA-55-8514-01	12	28	161	0	86	11	25	0	18	10	0	0
TCGA-55-8614-01	5	7	34	13	75	21	24	11	56	24	26	2
TCGA-55-8615-01	4	8	35	1	54	11	5	1	27	5	4	7
TCGA-55-8616-01	9	25	301	0	172	36	3	3	33	21	0	0
TCGA-55-8619-01	0	0	1	0	0	7	14	2	2	1	0	0
TCGA-55-8620-01	12	44	259	6	108	30	18	8	97	16	14	3
TCGA-55-8621-01	5	4	25	0	23	8	0	2	7	8	7	0
TCGA-55-A48X-01	18	35	213	6	175	6	0	1	5	24	0	0
TCGA-55-A48Y-01	32	0	3	160	0	9	19	30	10	181	0	0
TCGA-55-A48Z-01	1	10	6	4	14	19	0	1	7	3	0	3
TCGA-55-A490-01	20	40	826	46	437	9	14	18	148	82	0	3
TCGA-55-A491-01	11	27	200	12	86	16	3	6	59	26	15	5
TCGA-55-A492-01	7	24	133	11	88	5	23	2	25	11	26	0
TCGA-55-A493-01	5	12	90	48	99	13	6	10	13	37	3	4
TCGA-55-A494-01	8	1	105	1	75	24	27	11	24	13	0	6
TCGA-55-A4DF-01	82	17	109	224	62	20	22	46	52	349	0	0
TCGA-55-A4DG-01	6	35	438	0	161	13	13	5	112	39	22	0
TCGA-55-A57B-01	1	0	1	6	4	9	5	9	14	0	0	0
TCGA-62-8394-01	6	6	16	11	8	8	11	6	46	36	10	9
TCGA-62-8395-01	8	3	0	4	10	20	5	3	17	12	4	0
TCGA-62-8397-01	0	4	3	2	8	7	4	0	2	0	0	2
TCGA-62-8398-01	0	11	31	8	12	11	8	0	9	5	5	3
TCGA-62-8399-01	7	15	166	79	114	27	29	17	38	156	0	13
TCGA-62-8402-01	6	3	0	4	10	11	18	0	14	3	4	0
TCGA-62-A46O-01	26	42	454	70	198	21	18	16	128	96	19	4
TCGA-62-A46P-01	5	2	165	0	103	26	6	4	33	9	0	0
TCGA-62-A46R-01	2	11	54	24	45	12	22	4	14	9	12	0
TCGA-62-A46S-01	10	4	53	9	23	12	19	7	12	4	0	6
TCGA-62-A46U-01	2	2	2	4	13	15	4	0	6	4	0	0
TCGA-62-A46V-01	5	0	3	6	10	14	11	3	16	0	2	1
TCGA-62-A46Y-01	1	1	1	1	10	0	21	0	1	1	0	2
TCGA-62-A470-01	8	1	29	1	42	17	16	9	5	9	6	4
TCGA-62-A471-01	3	12	2	31	15	9	0	20	15	34	7	0
TCGA-62-A472-01	7	4	16	4	0	0	10	5	20	0	5	1
TCGA-64-1676-01	11	23	351	5	238	17	15	0	59	21	0	0
TCGA-64-1679-01	11	11	246	18	224	0	12	3	54	35	0	0
TCGA-64-1680-01	0	2	1	9	12	2	18	9	5	15	0	3
TCGA-64-1681-01	4	13	4	11	1	0	9	3	19	20	2	20
TCGA-64-5774-01	3	5	79	0	37	23	0	0	21	8	0	0
TCGA-64-5775-01	16	18	302	8	147	24	10	2	42	17	3	0
TCGA-64-5778-01	8	18	246	27	191	14	8	1	41	19	6	0
TCGA-64-5779-01	4	18	230	5	41	35	0	4	70	13	12	5
TCGA-64-5781-01	30	52	547	86	462	0	19	14	121	74	0	0
TCGA-64-5815-01	6	8	76	0	92	2	23	0	0	6	0	0
TCGA-67-3770-01	6	12	109	5	64	2	12	1	37	4	21	0
TCGA-67-3771-01	57	76	386	131	139	10	34	17	184	223	55	8
TCGA-67-3773-01	8	1	50	3	30	8	4	6	10	0	3	2
TCGA-67-3774-01	4	10	32	6	73	3	2	2	14	4	0	0
TCGA-67-4679-01	14	8	124	2	136	14	1	0	41	12	0	0
TCGA-67-6215-01	4	10	1	9	0	2	4	0	15	2	10	80
TCGA-67-6216-01	8	1	1	3	5	8	3	0	1	11	4	0
TCGA-67-6217-01	10	11	95	6	50	19	4	3	16	9	3	8
TCGA-69-7760-01	1	2	4	5	29	14	9	5	0	4	8	7
TCGA-69-7761-01	0	0	3	2	13	3	1	2	8	0	2	2
TCGA-69-7763-01	3	6	21	3	20	29	7	0	8	1	0	2
TCGA-69-7764-01	0	8	20	7	31	12	5	0	13	4	16	0
TCGA-69-7765-01	15	35	338	40	207	6	0	9	59	38	0	0
TCGA-69-7973-01	7	4	155	10	76	18	8	1	25	5	0	0
TCGA-69-7974-01	16	26	273	5	134	13	21	6	108	32	6	0
TCGA-69-7978-01	14	22	254	62	157	5	23	21	66	142	0	0
TCGA-69-7979-01	17	78	963	25	436	32	4	22	142	81	0	0
TCGA-69-7980-01	27	39	369	49	175	0	30	14	92	148	28	0
TCGA-69-8253-01	5	1	56	16	90	11	0	4	12	14	0	0
TCGA-69-8254-01	6	3	15	1	31	0	28	0	7	1	3	2
TCGA-69-8255-01	9	12	92	28	93	20	4	11	44	22	19	11
TCGA-69-A59K-01	6	14	315	28	165	11	55	1	15	27	0	0
TCGA-71-6725-01	6	5	0	4	8	23	18	0	0	3	6	0
TCGA-71-8520-01	4	0	11	6	14	25	10	8	3	14	6	4
TCGA-73-4658-01	5	26	107	87	94	21	12	14	8	74	0	0
TCGA-73-4659-01	5	9	79	1	123	1	14	6	15	9	0	0
TCGA-73-4662-01	5	12	100	7	84	0	19	3	17	14	6	1
TCGA-73-4666-01	7	12	182	10	151	21	5	0	39	22	8	14
TCGA-73-4668-01	4	16	240	1	283	24	0	0	32	20	9	0
TCGA-73-4670-01	19	21	166	14	116	8	17	6	17	16	22	19
TCGA-73-4675-01	2	1	13	2	7	8	6	3	18	6	15	3
TCGA-73-4676-01	4	3	14	3	30	4	16	1	13	1	20	3
TCGA-73-4677-01	9	17	126	11	49	7	13	0	52	7	11	2
TCGA-73-7498-01	9	5	49	0	27	10	8	0	24	3	0	4
TCGA-73-7499-01	6	5	1	2	5	10	12	2	21	16	2	1
TCGA-73-A9RS-01	22	31	603	29	288	2	9	2	134	52	0	0
TCGA-75-5122-01	14	6	34	11	17	16	19	0	27	20	3	0
TCGA-75-5125-01	4	6	35	13	54	3	12	19	18	29	14	3
TCGA-75-5126-01	15	18	266	81	176	2	18	17	66	117	5	0
TCGA-75-5146-01	3	7	114	10	56	0	7	0	33	4	5	0
TCGA-75-5147-01	1	1	0	5	0	9	9	0	9	9	1	3
TCGA-75-6203-01	0	0	1	0	0	0	16	2	0	0	0	0
TCGA-75-6205-01	1	3	4	8	0	1	8	2	21	3	5	4
TCGA-75-6206-01	5	5	19	1	44	4	0	5	10	14	2	0
TCGA-75-6207-01	8	1	5	4	12	13	2	2	19	12	6	0
TCGA-75-6211-01	3	17	164	3	177	16	4	10	26	22	0	0
TCGA-75-6212-01	3	2	0	2	0	0	8	2	1	0	3	0
TCGA-75-6214-01	40	33	295	73	188	21	8	16	104	120	1	0
TCGA-75-7025-01	3	0	0	8	0	13	4	3	3	0	4	0
TCGA-75-7027-01	6	20	112	5	85	5	4	4	49	5	8	0
TCGA-75-7030-01	0	0	2	0	3	1	9	1	0	0	1	1
TCGA-75-7031-01	8	17	58	1	88	8	19	4	14	25	9	8
TCGA-78-7145-01	6	12	73	0	107	6	10	5	0	17	0	1
TCGA-78-7146-01	24	7	135	47	75	14	24	4	61	68	1	4
TCGA-78-7147-01	13	24	115	30	75	17	17	1	82	28	19	6
TCGA-78-7148-01	11	15	100	5	42	2	20	2	35	7	28	7
TCGA-78-7149-01	16	3	24	38	22	6	8	7	10	56	10	0
TCGA-78-7150-01	18	36	96	71	84	10	20	23	48	93	4	6
TCGA-78-7152-01	15	10	40	30	71	7	0	18	0	58	4	2
TCGA-78-7153-01	9	2	20	9	17	6	34	3	27	19	7	3
TCGA-78-7154-01	19	6	38	53	12	24	36	9	33	71	20	7
TCGA-78-7155-01	37	23	830	75	460	14	32	0	235	87	30	15
TCGA-78-7156-01	35	2	97	80	83	21	8	10	0	81	0	0
TCGA-78-7158-01	7	4	97	29	65	3	17	6	26	21	6	3
TCGA-78-7159-01	2	8	161	10	117	23	5	0	44	8	0	2
TCGA-78-7160-01	5	1	0	0	7	0	6	1	21	5	8	3
TCGA-78-7161-01	5	8	99	8	40	10	18	0	19	12	12	5
TCGA-78-7162-01	6	7	19	9	19	0	11	0	15	11	4	0
TCGA-78-7163-01	0	0	2	0	0	0	5	8	10	0	0	2
TCGA-78-7166-01	9	12	145	10	62	7	6	0	6	3	10	5
TCGA-78-7167-01	5	7	37	16	28	14	15	3	2	26	1	0
TCGA-78-7220-01	43	54	390	63	308	27	0	2	85	67	0	7
TCGA-78-7535-01	6	7	67	4	49	7	6	3	39	6	7	19
TCGA-78-7536-01	5	26	328	19	163	2	28	4	136	7	10	10
TCGA-78-7537-01	7	5	41	12	69	8	0	0	20	7	0	0
TCGA-78-7539-01	34	4	87	79	51	15	25	36	28	223	23	0
TCGA-78-7540-01	0	4	0	2	0	9	11	4	5	1	0	0
TCGA-78-7542-01	11	22	231	30	123	13	15	6	9	14	0	3
TCGA-78-7633-01	8	4	57	0	31	8	3	0	12	10	2	0
TCGA-78-8640-01	14	35	275	59	201	27	20	16	141	88	29	9
TCGA-78-8648-01	1	0	6	0	5	4	0	0	0	0	0	0
TCGA-78-8655-01	8	8	51	1	19	13	7	4	3	7	8	3
TCGA-78-8660-01	8	14	59	21	124	11	1	9	33	24	0	0
TCGA-78-8662-01	35	49	564	39	468	26	10	2	141	68	36	2
TCGA-80-5607-01	9	0	2	56	15	8	0	6	0	61	1	0
TCGA-80-5608-01	0	3	65	2	72	0	18	4	25	10	0	0
TCGA-80-5611-01	8	19	40	5	73	11	6	0	39	12	25	9
TCGA-83-5908-01	2	6	80	30	46	11	5	1	42	70	2	0
TCGA-86-6562-01	1	6	6	5	4	6	7	8	8	17	1	5
TCGA-86-6851-01	22	32	445	16	319	7	0	7	97	118	31	0
TCGA-86-7701-01	2	6	83	2	71	12	6	7	42	6	6	5
TCGA-86-7711-01	6	3	58	22	63	14	6	7	38	33	18	4
TCGA-86-7713-01	14	18	77	0	35	3	9	2	14	8	3	3
TCGA-86-7714-01	1	6	18	3	35	3	6	4	9	1	5	0
TCGA-86-7953-01	0	0	8	5	19	5	4	0	15	4	4	1
TCGA-86-7954-01	7	18	68	19	83	22	13	13	0	32	12	3
TCGA-86-7955-01	16	4	121	19	95	0	27	0	53	19	22	1
TCGA-86-8054-01	4	7	93	13	99	7	15	0	15	10	8	4
TCGA-86-8055-01	2	0	3	2	0	7	15	4	23	3	2	2
TCGA-86-8056-01	28	0	53	82	25	0	24	16	20	86	6	0
TCGA-86-8073-01	29	53	940	47	571	2	28	2	91	73	9	0
TCGA-86-8074-01	4	8	12	4	3	8	3	0	18	5	2	12
TCGA-86-8075-01	1	2	0	0	3	6	17	5	15	5	7	1
TCGA-86-8076-01	4	7	13	7	0	12	12	0	7	17	3	2
TCGA-86-8278-01	5	0	0	49	0	8	10	10	3	55	4	0
TCGA-86-8279-01	7	6	297	10	202	22	6	0	40	18	27	1
TCGA-86-8280-01	8	6	1	0	22	9	2	0	3	2	2	0
TCGA-86-8281-01	10	14	144	12	37	30	0	4	41	32	11	2
TCGA-86-8358-01	27	55	571	10	463	27	37	5	140	38	0	3
TCGA-86-8359-01	7	6	66	5	92	12	4	1	0	7	0	0
TCGA-86-8585-01	10	24	240	29	161	8	0	27	97	92	16	6
TCGA-86-8668-01	1	0	0	3	9	5	18	0	5	1	2	1
TCGA-86-8669-01	6	10	34	1	59	3	18	14	8	9	7	1
TCGA-86-8671-01	3	3	0	2	14	3	6	4	0	8	3	1
TCGA-86-8672-01	11	27	149	25	59	5	29	0	46	25	0	0
TCGA-86-8673-01	14	35	218	25	184	12	2	0	76	30	9	0
TCGA-86-8674-01	4	10	191	33	97	12	1	0	16	16	0	2
TCGA-86-A456-01	19	18	203	20	112	15	0	2	27	19	17	0
TCGA-86-A4JF-01	36	80	205	76	121	335	163	42	76	107	398	7
TCGA-86-A4P7-01	2	5	0	9	14	10	6	0	18	20	0	0
TCGA-86-A4P8-01	0	1	0	0	0	0	0	0	1	0	0	0
TCGA-91-6828-01	6	11	128	7	98	18	0	3	37	24	0	4
TCGA-91-6829-01	19	51	285	19	214	12	6	3	106	47	35	8
TCGA-91-6830-01	26	4	7	83	27	8	0	11	8	138	3	0
TCGA-91-6831-01	12	27	97	0	73	15	0	10	67	15	22	2
TCGA-91-6835-01	4	2	18	8	19	7	6	0	22	13	14	0
TCGA-91-6836-01	10	39	246	12	170	25	4	3	46	22	2	0
TCGA-91-6840-01	5	3	5	26	0	8	11	10	18	51	5	0
TCGA-91-6847-01	3	2	0	5	21	14	19	6	14	12	8	1
TCGA-91-6848-01	15	36	244	33	131	5	12	4	139	77	40	5
TCGA-91-6849-01	5	3	40	5	51	1	2	4	26	3	1	0
TCGA-91-7771-01	20	5	59	8	82	6	7	0	25	19	11	9
TCGA-91-8496-01	1	2	1	1	0	2	17	2	9	3	3	0
TCGA-91-8497-01	12	0	9	0	6	0	18	0	5	2	4	0
TCGA-91-8499-01	16	10	103	47	66	15	17	7	33	64	16	1
TCGA-91-A4BC-01	6	19	241	7	186	24	15	4	34	24	0	3
TCGA-91-A4BD-01	0	0	0	4	3	7	4	0	0	0	9	0
TCGA-93-7347-01	4	7	55	3	42	9	0	0	10	9	4	0
TCGA-93-7348-01	9	0	30	12	23	18	6	0	12	7	14	2
TCGA-93-8067-01	42	1	55	208	0	0	27	55	27	259	0	0
TCGA-93-A4JN-01	1	6	11	11	14	9	15	3	14	6	3	5
TCGA-93-A4JO-01	5	3	2	0	9	8	0	4	10	12	7	5
TCGA-93-A4JP-01	0	5	7	20	17	13	0	4	7	9	0	0
TCGA-93-A4JQ-01	2	2	0	17	16	10	0	1	36	44	15	2
TCGA-95-7039-01	16	85	716	35	401	34	4	9	145	58	21	18
TCGA-95-7043-01	36	43	669	12	345	6	56	10	87	55	0	0
TCGA-95-7562-01	10	14	250	0	88	8	18	2	61	10	0	0
TCGA-95-7567-01	14	37	236	19	207	287	0	0	0	28	298	17
TCGA-95-7944-01	31	0	11	84	15	0	14	14	2	136	0	0
TCGA-95-7947-01	35	16	122	104	112	15	0	37	83	114	27	0
TCGA-95-7948-01	12	0	0	58	0	11	0	15	8	79	0	0
TCGA-95-8039-01	2	12	23	14	8	21	2	0	16	12	7	1
TCGA-95-8494-01	4	2	0	35	21	29	0	10	0	30	0	2
TCGA-95-A4VK-01	13	8	139	5	73	8	25	5	38	4	0	0
TCGA-95-A4VN-01	4	12	237	17	233	7	0	12	41	28	0	0
TCGA-95-A4VP-01	0	13	60	0	42	6	6	5	12	5	9	3
TCGA-97-7546-01	3	24	165	0	89	2	13	3	18	19	15	1
TCGA-97-7547-01	8	15	61	16	58	8	11	5	0	44	0	0
TCGA-97-7552-01	1	2	1	0	0	13	7	4	9	0	5	5
TCGA-97-7553-01	2	5	15	1	0	0	24	0	1	2	1	0
TCGA-97-7554-01	20	30	231	6	176	14	12	4	34	16	16	0
TCGA-97-7937-01	8	17	274	7	112	23	21	17	47	25	9	4
TCGA-97-7938-01	9	14	223	11	86	10	14	9	73	43	13	0
TCGA-97-7941-01	2	4	36	10	36	14	5	0	2	10	2	0
TCGA-97-8171-01	3	3	5	0	11	7	25	2	2	3	6	0
TCGA-97-8172-01	12	10	117	0	136	16	26	8	1	5	0	0
TCGA-97-8174-01	9	0	66	1	38	18	13	10	30	24	4	0
TCGA-97-8175-01	4	0	1	3	18	0	8	0	7	0	0	0
TCGA-97-8176-01	4	14	41	26	35	3	22	9	6	31	3	3
TCGA-97-8177-01	3	3	0	7	12	12	0	0	6	2	1	1
TCGA-97-8179-01	6	6	75	0	85	2	0	0	20	12	2	0
TCGA-97-8547-01	1	5	4	12	9	18	5	4	0	8	0	4
TCGA-97-8552-01	2	3	1	1	11	9	0	0	1	1	0	0
TCGA-97-A4LX-01	2	0	74	2	103	1	0	0	24	7	4	2
TCGA-97-A4M0-01	11	20	190	33	117	13	0	0	44	48	20	4
TCGA-97-A4M1-01	1	0	5	7	0	8	13	0	14	7	0	0
TCGA-97-A4M2-01	4	0	2	1	9	2	4	0	3	7	0	0
TCGA-97-A4M3-01	2	8	105	13	71	10	2	6	10	18	4	1
TCGA-97-A4M5-01	13	0	13	68	0	2	9	7	14	63	0	1
TCGA-97-A4M6-01	1	2	0	6	12	7	1	0	4	2	7	0
TCGA-97-A4M7-01	1	15	202	9	92	10	5	0	36	12	2	0
TCGA-99-7458-01	16	42	240	0	183	10	0	2	37	20	27	0
TCGA-99-8025-01	20	30	160	59	107	41	13	3	52	97	15	2
TCGA-99-8028-01	0	12	256	3	172	12	0	6	55	11	15	0
TCGA-99-8032-01	4	18	202	12	117	25	3	12	73	23	0	3
TCGA-99-8033-01	3	12	78	10	43	6	14	5	46	5	1	0
TCGA-99-AA5R-01	0	8	32	0	27	0	0	1	4	1	0	0
TCGA-J2-8192-01	6	7	2	3	14	17	1	9	23	5	2	1
TCGA-J2-8194-01	6	11	46	4	54	0	35	8	19	3	4	0
TCGA-J2-A4AD-01	8	1	54	42	67	20	1	5	73	117	16	13
TCGA-J2-A4AE-01	1	2	0	4	11	3	17	1	6	10	5	2
TCGA-J2-A4AG-01	3	4	33	2	26	12	13	0	9	7	5	0
TCGA-L4-A4E5-01	1	26	205	11	114	0	12	6	31	7	1	5
TCGA-L4-A4E6-01	0	0	9	1	1	0	2	0	2	5	0	0
TCGA-L9-A443-01	4	3	104	10	125	2	3	0	39	10	7	0
TCGA-L9-A444-01	18	17	339	9	237	3	11	2	51	14	0	0
TCGA-L9-A50W-01	3	1	3	8	4	0	7	0	6	0	4	0
TCGA-L9-A5IP-01	7	4	149	13	133	13	0	1	22	10	0	0
TCGA-L9-A743-01	4	0	49	22	17	3	5	10	3	43	11	1
TCGA-L9-A7SV-01	13	50	1167	7	538	21	3	6	153	61	0	0
TCGA-L9-A8F4-01	18	30	363	17	350	7	0	13	113	56	0	4
TCGA-MN-A4N1-01	6	32	238	8	154	22	20	11	62	30	0	5
TCGA-MN-A4N4-01	49	67	768	158	450	3	25	36	77	238	0	1
TCGA-MN-A4N5-01	9	5	229	29	179	16	1	3	38	24	26	3
TCGA-MP-A4SV-01	29	19	112	52	31	10	11	9	65	85	13	4
TCGA-MP-A4SW-01	6	6	5	6	3	22	16	0	14	7	0	0
TCGA-MP-A4SY-01	9	17	35	0	66	9	9	10	34	25	0	3
TCGA-MP-A4T2-01	10	8	14	11	16	8	6	0	4	20	14	0
TCGA-MP-A4T4-01	2	29	223	17	131	12	6	7	27	22	9	0
TCGA-MP-A4T6-01	8	5	3	8	1	0	27	7	4	15	14	1
TCGA-MP-A4T7-01	0	6	83	6	5	0	18	4	33	1	0	3
TCGA-MP-A4T8-01	4	8	63	10	7	1	17	0	20	2	17	0
TCGA-MP-A4T9-01	3	5	8	4	4	0	2	4	8	6	2	0
TCGA-MP-A4TA-01	10	6	141	10	145	15	13	4	56	26	28	0
TCGA-MP-A4TC-01	0	19	153	22	73	9	5	0	30	12	4	0
TCGA-MP-A4TD-01	1	7	34	1	11	7	11	0	21	4	4	0
TCGA-MP-A4TE-01	5	4	55	2	4	21	29	5	46	2	0	0
TCGA-MP-A4TF-01	14	28	235	7	150	9	5	1	58	24	10	5
TCGA-MP-A4TH-01	9	0	20	2	58	16	3	0	21	1	5	4
TCGA-MP-A4TI-01	10	4	60	106	17	15	8	0	12	69	5	7
TCGA-MP-A4TJ-01	1	0	26	2	24	0	21	2	18	2	19	0
TCGA-MP-A4TK-01	11	17	172	27	163	4	2	4	4	38	0	0
TCGA-MP-A5C7-01	4	1	15	3	30	14	6	1	10	1	10	1
TCGA-NJ-A4YF-01	14	35	392	4	222	2	12	0	71	28	1	0
TCGA-NJ-A4YG-01	5	2	35	21	67	17	10	12	6	22	1	0
TCGA-NJ-A4YI-01	8	22	269	16	114	18	13	5	56	18	19	1
TCGA-NJ-A4YP-01	46	0	92	220	102	10	0	24	6	191	0	0
TCGA-NJ-A4YQ-01	4	72	691	10	422	11	0	10	106	31	34	0
TCGA-NJ-A55A-01	0	4	57	4	47	3	4	1	18	6	3	0
TCGA-NJ-A55O-01	5	1	74	4	64	8	0	0	3	6	0	0
TCGA-NJ-A55R-01	6	23	125	5	98	5	0	5	32	10	14	0
TCGA-NJ-A7XG-01	0	0	6	0	3	1	22	0	9	1	0	0
TCGA-O1-A52J-01	7	4	93	5	48	15	0	1	24	9	5	0
TCGA-S2-AA1A-01	1	8	60	2	62	6	0	3	0	2	0	0
TCGA-18-3406-01	8	27	39	17	45	7	16	5	36	64	9	4
TCGA-18-3407-01	4	1	2	3	14	12	4	6	22	0	13	11
TCGA-18-3408-01	6	8	10	0	28	10	5	0	14	0	12	5
TCGA-18-3409-01	1674	1965	0	429	0	0	0	199	0	0	0	0
TCGA-18-3410-01	10	8	32	11	38	6	9	0	42	69	22	0
TCGA-18-3411-01	15	24	62	9	126	24	23	0	67	24	23	1
TCGA-18-3412-01	0	9	15	11	34	3	14	1	38	16	6	0
TCGA-18-3414-01	13	19	64	28	98	10	25	18	35	48	20	4
TCGA-18-3415-01	14	10	27	23	51	1	21	9	19	39	20	1
TCGA-18-3416-01	7	12	98	10	98	7	37	0	70	42	4	3
TCGA-18-3417-01	8	7	92	15	103	13	24	7	29	18	24	12
TCGA-18-3421-01	24	6	67	22	55	11	9	0	119	38	24	10
TCGA-18-4083-01	9	18	118	13	145	14	9	1	99	33	14	0
TCGA-18-4721-01	6	13	38	8	74	22	6	1	33	10	5	9
TCGA-18-5592-01	7	20	126	13	75	13	14	8	53	21	13	1
TCGA-18-5595-01	20	23	22	118	16	17	5	25	15	58	0	0
TCGA-21-1070-01	4	30	292	12	173	17	0	6	98	26	25	4
TCGA-21-1071-01	8	12	42	18	60	17	6	2	25	14	12	1
TCGA-21-1076-01	6	22	155	18	75	3	4	12	51	36	21	4
TCGA-21-1077-01	12	5	79	33	43	10	21	2	33	33	16	8
TCGA-21-1078-01	2	0	0	26	0	7	6	4	15	32	5	0
TCGA-21-1081-01	7	5	37	5	53	28	44	0	35	14	24	9
TCGA-21-1082-01	11	5	144	43	94	13	32	9	25	102	13	2
TCGA-21-1083-01	20	30	319	25	256	20	1	6	130	98	11	0
TCGA-21-5782-01	2	11	110	51	112	10	13	1	59	91	22	3
TCGA-21-5783-01	26	23	118	37	35	19	66	16	99	63	23	4
TCGA-21-5784-01	6	14	76	13	59	3	0	7	51	16	15	0
TCGA-21-5786-01	4	20	179	0	141	7	17	20	67	18	11	0
TCGA-21-5787-01	11	21	221	13	118	20	3	5	48	36	0	12
TCGA-21-A5DI-01	10	6	13	9	48	0	20	1	13	25	27	0
TCGA-22-0940-01	9	17	49	23	73	3	20	2	33	10	22	6
TCGA-22-0944-01	9	6	29	11	59	12	1	4	13	12	5	3
TCGA-22-1000-01	5	15	10	9	26	4	1	8	25	16	3	0
TCGA-22-1002-01	5	6	105	4	94	13	0	4	27	8	31	0
TCGA-22-1005-01	5	19	115	17	99	3	7	1	37	20	23	0
TCGA-22-1011-01	4	0	3	21	4	11	5	0	17	59	4	5
TCGA-22-1012-01	12	9	104	11	37	14	28	3	65	33	26	6
TCGA-22-1016-01	11	26	155	8	152	18	0	0	38	31	5	5
TCGA-22-4591-01	14	16	44	7	57	7	49	5	42	6	19	3
TCGA-22-4593-01	9	21	47	24	44	39	0	0	18	14	15	0
TCGA-22-4594-01	8	7	179	2	75	9	31	5	91	17	15	0
TCGA-22-4595-01	26	5	100	13	82	17	4	10	67	58	19	1
TCGA-22-4596-01	13	4	38	6	46	26	0	0	21	4	16	0
TCGA-22-4599-01	17	21	110	3	108	19	0	10	107	13	35	6
TCGA-22-4601-01	1	17	38	18	71	4	10	8	32	20	11	4
TCGA-22-4604-01	7	27	36	11	95	25	21	9	45	17	11	2
TCGA-22-4605-01	2	8	23	8	22	4	7	0	21	4	10	4
TCGA-22-4607-01	5	4	2	12	1	0	5	0	27	18	10	0
TCGA-22-4609-01	0	13	47	6	117	3	0	3	26	9	26	1
TCGA-22-4613-01	19	33	236	13	259	13	3	3	122	27	49	5
TCGA-22-5471-01	12	27	58	12	109	0	17	19	7	18	16	3
TCGA-22-5472-01	2	0	410	0	23	0	19	0	39	13	0	0
TCGA-22-5473-01	42	38	234	124	143	30	28	46	112	186	26	0
TCGA-22-5474-01	4	0	9	16	16	5	10	5	6	28	10	0
