Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L	SBS96M	SBS96N
TCGA-86-8076-01	4	7	10	8	9	10	10	1	16	3	4	0	0	2
TCGA-86-8278-01	6	2	0	46	0	7	9	11	53	6	3	0	0	1
TCGA-86-8279-01	7	10	273	10	209	17	9	1	17	27	28	2	22	4
TCGA-86-8280-01	6	4	7	1	2	7	2	0	2	1	4	19	0	0
TCGA-86-8281-01	9	14	96	13	102	23	4	5	30	8	27	0	4	2
TCGA-86-8358-01	25	69	659	19	376	25	38	10	37	14	89	2	0	13
TCGA-86-8359-01	6	8	104	6	40	10	4	2	6	0	0	3	10	1
TCGA-86-8585-01	10	25	253	30	155	8	0	25	86	17	64	0	29	8
TCGA-86-8668-01	1	0	8	2	0	5	14	0	1	3	4	0	6	1
TCGA-86-8669-01	5	11	62	2	19	4	14	14	9	9	5	14	0	2
TCGA-86-8671-01	3	3	7	3	0	3	5	4	7	3	0	7	1	1
TCGA-86-8672-01	10	21	92	20	98	6	19	0	23	0	35	13	39	0
TCGA-86-8673-01	13	32	216	24	151	10	5	0	29	5	58	44	16	2
TCGA-86-8674-01	5	12	155	30	134	10	2	1	15	0	7	8	0	3
TCGA-86-A456-01	17	22	186	20	136	14	0	4	18	17	15	0	2	1
TCGA-86-A4JF-01	34	75	196	69	153	265	168	44	101	375	42	43	70	11
TCGA-86-A4P7-01	2	4	7	9	0	8	7	0	18	0	17	7	5	0
TCGA-86-A4P8-01	0	1	0	0	0	0	0	0	0	0	1	0	0	0
TCGA-91-6828-01	5	12	127	9	86	15	1	5	22	0	28	21	0	5
TCGA-91-6829-01	18	53	303	23	188	12	8	6	45	38	80	19	0	12
TCGA-91-6830-01	24	5	19	78	2	8	0	12	128	3	6	11	19	0
TCGA-91-6831-01	11	23	96	0	64	11	3	8	14	21	55	8	24	2
TCGA-91-6835-01	4	2	22	7	11	5	7	0	12	14	17	0	12	0
TCGA-91-6836-01	10	33	228	11	165	18	8	3	21	0	28	16	38	0
TCGA-91-6840-01	5	3	10	25	1	6	9	9	48	6	11	0	9	0
TCGA-91-6847-01	3	2	14	5	0	13	17	6	11	9	11	13	0	1
TCGA-91-6848-01	14	35	203	33	168	4	13	4	73	36	112	8	32	6
TCGA-91-6849-01	5	0	51	2	20	0	2	2	2	0	21	0	36	0
TCGA-91-7771-01	17	4	81	8	34	5	6	0	17	10	23	10	27	9
TCGA-91-8496-01	1	3	0	1	2	3	14	1	3	3	8	0	2	0
TCGA-91-8497-01	10	0	13	1	5	0	15	0	2	5	3	0	2	0
TCGA-91-8499-01	15	13	105	44	66	12	16	7	60	16	23	0	16	2
TCGA-91-A4BC-01	6	21	243	9	167	18	16	5	23	0	22	7	21	5
TCGA-91-A4BD-01	0	0	0	4	0	6	4	0	0	7	0	6	0	0
TCGA-93-7347-01	4	7	56	4	35	8	0	0	9	4	5	11	0	0
TCGA-93-7348-01	8	0	30	11	22	13	9	0	7	13	8	0	10	2
TCGA-93-8067-01	40	9	38	190	32	3	15	55	245	0	19	0	28	0
TCGA-93-A4JN-01	1	3	6	9	8	7	12	2	6	0	12	17	11	4
TCGA-93-A4JO-01	4	3	4	1	2	6	0	4	11	6	11	2	6	5
TCGA-93-A4JP-01	1	2	5	15	4	9	2	3	8	0	8	1	24	0
TCGA-93-A4JQ-01	2	1	3	17	2	8	1	2	43	13	33	17	2	1
TCGA-95-7039-01	18	80	604	33	494	24	11	9	56	15	98	2	77	21
TCGA-95-7043-01	32	49	615	17	436	9	41	11	52	0	19	0	38	0
TCGA-95-7562-01	9	15	195	1	168	6	15	2	10	0	28	0	12	0
TCGA-95-7567-01	14	36	209	17	185	232	14	5	27	292	5	24	64	19
TCGA-95-7944-01	28	4	27	79	1	0	10	15	125	0	0	0	18	0
TCGA-95-7947-01	33	17	147	93	73	13	0	35	107	27	65	0	55	0
TCGA-95-7948-01	12	0	1	57	0	9	4	16	75	0	8	0	0	1
TCGA-95-8039-01	2	10	6	12	20	16	5	0	12	5	15	9	5	1
TCGA-95-8494-01	4	2	11	31	0	23	1	11	28	0	0	8	12	2
TCGA-95-A4VK-01	11	11	139	6	87	7	21	5	4	1	19	0	7	0
TCGA-95-A4VN-01	5	14	300	16	150	5	2	12	27	0	23	0	37	0
TCGA-95-A4VP-01	1	14	62	0	41	5	6	5	5	10	8	0	0	4
TCGA-97-7546-01	3	24	151	2	109	4	10	4	19	14	1	8	0	3
TCGA-97-7547-01	7	15	61	17	43	7	9	6	42	0	0	18	0	1
TCGA-97-7552-01	1	1	0	0	1	9	7	4	0	4	7	0	8	5
TCGA-97-7553-01	2	6	3	2	13	1	18	0	2	0	2	2	0	0
TCGA-97-7554-01	18	30	262	7	145	11	12	4	15	19	8	0	28	0
TCGA-97-7937-01	7	21	228	10	187	20	18	18	24	8	17	0	0	6
TCGA-97-7938-01	8	16	189	12	147	9	13	9	41	10	41	0	10	0
TCGA-97-7941-01	2	4	38	9	25	11	6	0	9	2	1	9	5	0
TCGA-97-8171-01	3	4	15	0	2	7	19	2	3	6	0	6	0	0
TCGA-97-8172-01	10	12	153	1	73	16	21	9	5	0	0	30	0	1
TCGA-97-8174-01	8	0	59	2	43	14	13	9	23	2	21	1	18	0
TCGA-97-8175-01	4	0	14	2	0	0	7	0	0	0	5	5	4	0
TCGA-97-8176-01	4	15	49	24	27	5	16	10	29	3	0	11	0	4
TCGA-97-8177-01	2	2	4	6	1	10	0	0	2	0	5	14	0	1
TCGA-97-8179-01	6	8	111	3	46	2	2	0	12	6	10	0	0	2
TCGA-97-8547-01	1	4	5	10	3	16	6	4	7	0	0	5	5	4
TCGA-97-8552-01	1	1	0	0	2	6	0	0	1	0	1	16	1	0
TCGA-97-A4LX-01	2	3	123	3	41	2	0	0	7	8	13	5	9	3
TCGA-97-A4M0-01	11	16	169	29	128	7	2	0	45	16	27	0	46	4
TCGA-97-A4M1-01	1	1	7	6	3	8	12	0	7	0	10	0	0	0
TCGA-97-A4M2-01	4	0	12	2	0	2	4	0	6	1	1	0	0	0
TCGA-97-A4M3-01	3	5	95	10	66	7	2	4	17	2	4	0	35	0
TCGA-97-A4M5-01	13	2	11	61	9	3	7	8	59	0	10	6	0	1
TCGA-97-A4M6-01	1	1	8	5	0	5	2	0	2	7	3	2	6	0
TCGA-97-A4M7-01	2	17	163	9	141	9	6	0	12	1	16	2	4	2
TCGA-99-7458-01	15	42	261	3	153	8	1	3	18	31	20	0	21	1
TCGA-99-8025-01	19	30	160	57	106	32	16	5	91	15	35	8	22	3
TCGA-99-8028-01	1	14	259	3	170	10	0	6	10	15	31	0	23	0
TCGA-99-8032-01	4	21	190	14	137	20	9	14	22	0	55	0	0	6
TCGA-99-8033-01	3	9	65	7	50	4	12	3	5	0	37	0	28	0
TCGA-99-AA5R-01	0	8	31	1	21	0	0	2	1	0	4	5	0	0
TCGA-J2-8192-01	5	4	10	2	0	12	4	7	4	2	20	0	20	0
TCGA-J2-8194-01	6	12	75	4	24	1	27	7	3	6	10	0	15	0
TCGA-J2-A4AD-01	7	4	96	43	28	16	4	6	112	19	54	0	14	14
TCGA-J2-A4AE-01	1	2	9	4	0	4	12	1	9	4	4	6	4	2
TCGA-J2-A4AG-01	2	5	44	2	19	10	12	0	7	6	2	0	4	1
TCGA-L4-A4E5-01	2	26	179	10	142	0	10	7	7	1	18	11	0	6
TCGA-L4-A4E6-01	0	0	4	0	4	0	1	0	4	0	1	0	6	0
TCGA-L9-A443-01	4	5	154	9	60	2	5	0	9	12	26	12	7	2
TCGA-L9-A444-01	16	26	380	12	216	5	10	5	13	0	18	0	0	0
TCGA-L9-A50W-01	3	1	6	6	1	0	6	0	0	4	5	0	4	0
TCGA-L9-A5IP-01	7	6	164	12	101	10	0	2	10	3	16	3	18	0
TCGA-L9-A743-01	4	0	27	20	34	2	4	8	39	8	0	0	21	1
TCGA-L9-A7SV-01	12	59	984	14	783	16	7	11	57	0	52	0	24	0
TCGA-L9-A8F4-01	18	39	470	21	225	9	1	15	53	9	75	3	23	10
TCGA-MN-A4N1-01	6	36	255	11	153	21	19	13	29	0	37	0	0	8
TCGA-MN-A4N4-01	48	65	685	145	499	0	18	33	223	0	22	0	129	5
TCGA-MN-A4N5-01	8	7	235	26	152	12	3	5	23	25	19	21	21	5
TCGA-MP-A4SV-01	26	22	85	51	77	7	13	10	81	11	44	0	9	4
TCGA-MP-A4SW-01	5	6	11	6	1	18	15	0	7	0	10	0	6	0
TCGA-MP-A4SY-01	9	16	70	2	17	8	9	9	24	4	29	0	17	3
TCGA-MP-A4T2-01	9	6	13	11	9	6	5	0	20	12	4	4	12	0
TCGA-MP-A4T4-01	3	28	191	16	154	10	6	8	21	7	15	10	14	2
TCGA-MP-A4T6-01	7	7	13	9	0	2	19	6	14	15	0	0	0	1
TCGA-MP-A4T7-01	0	6	43	5	59	0	14	3	1	0	23	0	3	2
TCGA-MP-A4T8-01	4	9	41	9	42	3	12	1	2	15	10	1	0	0
TCGA-MP-A4T9-01	2	5	11	4	5	0	2	4	6	2	4	0	0	1
TCGA-MP-A4TA-01	8	11	176	12	94	14	15	6	25	33	45	13	0	2
TCGA-MP-A4TC-01	0	21	133	20	105	7	6	2	12	5	16	0	0	0
TCGA-MP-A4TD-01	1	6	17	1	28	6	10	0	4	2	18	7	1	0
TCGA-MP-A4TE-01	4	6	42	2	36	19	25	5	2	0	32	0	0	0
TCGA-MP-A4TF-01	13	28	223	9	162	7	7	3	23	10	32	15	7	7
TCGA-MP-A4TH-01	8	2	59	2	7	12	6	0	1	8	17	0	13	4
TCGA-MP-A4TI-01	11	5	54	90	36	11	8	1	64	3	0	0	23	7
TCGA-MP-A4TJ-01	1	0	36	2	17	0	17	2	2	18	11	9	0	0
TCGA-MP-A4TK-01	10	14	177	25	111	3	0	4	36	0	0	29	33	0
TCGA-MP-A5C7-01	4	2	35	3	7	11	7	1	1	12	7	0	5	1
TCGA-NJ-A4YF-01	13	38	366	9	259	4	10	1	27	2	34	15	0	3
TCGA-NJ-A4YG-01	4	3	66	19	20	15	10	13	21	3	1	19	4	0
TCGA-NJ-A4YI-01	7	24	219	16	182	16	12	7	18	16	28	11	0	3
TCGA-NJ-A4YP-01	44	11	153	199	48	10	0	29	179	0	0	0	17	1
TCGA-NJ-A4YQ-01	6	76	671	14	455	10	1	12	30	39	49	0	22	6
TCGA-NJ-A55A-01	0	4	60	4	36	3	4	1	6	2	11	11	5	0
TCGA-NJ-A55O-01	5	3	91	5	48	6	1	1	5	0	0	0	0	0
TCGA-NJ-A55R-01	6	20	120	4	85	3	1	4	10	12	22	11	24	1
TCGA-NJ-A7XG-01	0	1	10	0	3	2	18	0	1	0	6	0	0	1
TCGA-O1-A52J-01	6	6	86	6	62	13	1	2	8	6	15	0	0	0
TCGA-S2-AA1A-01	1	7	72	3	35	6	0	4	2	1	0	13	0	0
TCGA-18-3406-01	8	25	47	19	25	8	13	5	59	10	33	10	10	5
TCGA-18-3407-01	3	1	9	3	1	10	6	6	0	12	20	11	0	10
TCGA-18-3408-01	5	7	19	0	8	8	7	0	0	12	14	4	9	5
TCGA-18-3409-01	1523	1849	18	458	2	0	2	236	0	0	30	0	140	9
TCGA-18-3410-01	9	9	44	15	21	6	8	1	63	21	35	14	0	1
TCGA-18-3411-01	14	21	112	10	37	21	22	0	23	23	55	43	15	2
TCGA-18-3412-01	1	9	37	10	6	4	12	1	15	8	31	4	9	0
TCGA-18-3414-01	12	13	78	24	40	9	19	14	45	16	35	18	55	4
TCGA-18-3415-01	13	8	54	20	10	2	15	6	36	18	12	0	41	0
TCGA-18-3416-01	7	15	131	12	60	8	31	0	40	7	55	0	17	5
TCGA-18-3417-01	7	10	109	16	64	13	20	8	18	23	23	28	0	13
TCGA-18-3421-01	21	7	61	22	50	11	9	0	36	20	101	29	8	10
TCGA-18-4083-01	8	19	181	14	70	14	11	3	32	18	73	30	0	0
TCGA-18-4721-01	6	9	73	5	18	16	9	0	9	6	26	0	39	9
TCGA-18-5592-01	7	16	100	11	84	12	13	7	20	10	42	16	25	1
TCGA-18-5595-01	21	26	47	103	10	16	5	28	55	0	5	0	3	0
TCGA-21-1070-01	5	27	265	11	200	13	0	5	24	19	72	0	41	5
TCGA-21-1071-01	8	14	65	16	27	13	9	3	14	15	22	0	9	2
TCGA-21-1076-01	6	22	149	18	98	3	4	12	34	22	29	0	5	5
TCGA-21-1077-01	10	5	51	31	63	9	17	3	31	11	25	31	0	8
TCGA-21-1078-01	2	1	10	24	0	6	7	4	28	6	9	0	0	0
TCGA-21-1081-01	7	10	64	7	25	25	38	1	14	28	28	4	0	10
TCGA-21-1082-01	10	12	156	45	95	14	25	10	97	16	9	0	0	4
TCGA-21-1083-01	19	25	322	25	208	14	6	3	92	11	102	10	79	0
TCGA-21-5782-01	4	10	154	46	59	7	13	0	85	23	35	0	46	3
TCGA-21-5783-01	23	25	71	37	90	20	51	17	60	16	82	30	2	5
TCGA-21-5784-01	6	11	76	10	47	2	0	5	15	13	41	0	34	0
TCGA-21-5786-01	4	21	185	2	120	9	14	20	18	11	52	25	0	3
TCGA-21-5787-01	10	18	181	13	151	14	5	6	34	0	26	18	20	12
TCGA-21-A5DI-01	8	9	47	11	5	2	16	2	24	30	10	7	0	1
TCGA-22-0940-01	9	16	70	20	33	4	15	3	10	22	31	12	16	6
TCGA-22-0944-01	8	6	47	11	20	10	2	5	11	6	12	22	0	4
TCGA-22-1000-01	5	14	28	9	5	3	2	7	15	5	22	1	6	0
TCGA-22-1002-01	4	6	109	4	73	11	1	5	8	28	21	15	12	0
TCGA-22-1005-01	5	20	134	17	72	4	7	2	19	25	25	15	0	1
TCGA-22-1011-01	4	0	4	21	1	8	6	0	56	4	14	0	11	4
TCGA-22-1012-01	11	8	75	10	69	11	23	2	31	21	51	0	31	5
TCGA-22-1016-01	11	29	192	11	103	16	0	2	30	9	27	12	0	7
TCGA-22-4591-01	13	17	66	7	27	9	37	4	6	20	36	4	19	4
TCGA-22-4593-01	9	21	59	22	32	30	7	2	14	19	12	0	4	0
TCGA-22-4594-01	7	12	161	4	122	10	26	6	17	15	58	0	0	1
TCGA-22-4595-01	22	9	110	17	70	14	8	12	55	20	53	9	0	3
TCGA-22-4596-01	11	6	59	7	21	23	0	0	4	18	17	2	5	1
TCGA-22-4599-01	15	18	140	2	64	16	0	8	12	34	89	0	45	6
TCGA-22-4601-01	2	16	79	16	18	5	8	8	19	13	22	14	10	4
TCGA-22-4604-01	7	27	110	11	12	22	20	8	16	18	32	0	20	3
TCGA-22-4605-01	2	9	40	7	12	5	6	0	4	11	13	0	0	4
TCGA-22-4607-01	5	5	7	12	1	1	5	0	17	9	21	1	0	0
TCGA-22-4609-01	0	13	110	7	26	3	3	4	9	29	20	24	0	3
TCGA-22-4613-01	17	38	337	16	140	15	6	6	26	57	89	26	0	9
TCGA-22-5471-01	12	28	117	14	32	1	15	20	18	22	0	13	0	6
TCGA-22-5472-01	1	0	273	0	216	0	6	0	10	0	0	0	0	0
TCGA-22-5473-01	39	40	204	117	157	28	24	46	175	25	94	19	41	0
TCGA-22-5474-01	3	0	15	15	5	5	7	5	28	8	1	17	0	0
TCGA-22-5477-01	6	5	11	42	12	12	8	10	68	7	22	3	16	0
TCGA-22-5478-01	2	12	72	3	35	13	16	1	6	26	34	0	0	4
TCGA-22-5479-01	28	38	124	77	47	20	42	7	111	45	43	15	36	10
TCGA-22-5480-01	8	5	40	1	36	6	7	4	16	18	39	0	21	1
TCGA-22-5481-01	6	13	87	12	62	11	14	1	17	22	70	34	20	1
TCGA-22-5482-01	9	7	55	8	39	4	8	0	8	18	17	4	26	7
TCGA-22-5483-01	7	12	75	15	51	13	5	3	14	12	54	33	0	6
TCGA-22-5485-01	6	9	101	4	40	18	0	1	5	21	17	15	15	3
TCGA-22-5489-01	9	8	72	16	80	7	19	2	26	25	24	11	0	8
TCGA-22-5491-01	14	5	69	83	45	11	22	26	88	11	22	23	0	0
TCGA-22-5492-01	4	13	78	5	53	9	8	4	14	33	38	23	0	8
TCGA-22-A5C4-01	14	19	157	7	77	33	22	10	27	14	23	30	0	4
TCGA-33-4532-01	21	22	152	34	60	31	1	18	43	36	50	3	22	4
TCGA-33-4533-01	20	21	160	33	53	5	12	4	20	35	0	0	0	11
TCGA-33-4538-01	9	9	55	9	5	12	11	5	14	6	30	33	25	3
TCGA-33-4547-01	13	6	25	41	0	10	12	23	92	0	22	4	0	1
TCGA-33-4566-01	16	59	753	37	572	16	3	9	62	0	108	0	0	3
TCGA-33-4582-01	10	14	65	19	22	22	11	0	17	0	44	21	0	5
TCGA-33-4583-01	13	38	271	17	209	18	16	7	41	33	70	5	3	2
TCGA-33-4586-01	7	11	213	12	78	7	25	4	17	42	23	15	0	4
TCGA-33-4587-01	18	8	55	23	47	5	17	5	28	2	35	0	44	0
TCGA-33-4589-01	14	5	0	21	1	5	28	1	23	0	12	0	28	0
TCGA-33-6737-01	23	30	111	74	109	12	2	23	156	3	18	0	0	2
TCGA-33-6738-01	13	18	162	16	52	10	9	12	55	30	27	16	0	4
TCGA-33-A4WN-01	11	8	50	35	21	10	9	1	48	20	35	0	9	0
TCGA-33-A5GW-01	12	12	55	24	16	3	13	6	67	20	16	5	0	0
TCGA-33-AAS8-01	8	19	86	4	46	18	11	2	25	18	46	2	3	0
TCGA-33-AASB-01	6	12	208	19	122	9	0	3	15	0	23	0	38	2
TCGA-33-AASD-01	3	36	191	13	97	15	6	0	22	27	34	0	12	0
TCGA-33-AASI-01	19	10	124	34	120	8	22	2	62	15	60	10	0	14
TCGA-33-AASJ-01	16	6	24	30	13	12	5	15	57	1	8	12	25	4
TCGA-33-AASL-01	14	2	140	16	57	4	7	6	44	20	19	26	25	1
TCGA-34-2596-01	16	11	90	15	42	8	11	0	55	19	23	25	13	3
TCGA-34-2600-01	23	16	112	96	34	12	23	36	153	17	12	0	28	9
TCGA-34-2604-01	3	45	304	10	177	24	9	7	24	11	74	8	55	9
TCGA-34-2605-01	11	7	141	44	80	10	12	14	69	10	52	24	0	4
TCGA-34-2608-01	6	10	46	17	26	11	11	3	18	21	22	0	0	0
TCGA-34-2609-01	4	16	145	2	52	20	8	1	10	16	25	0	0	6
TCGA-34-5231-01	19	24	280	27	135	27	27	14	70	64	84	26	28	9
TCGA-34-5232-01	9	16	77	12	27	18	36	6	12	0	14	24	1	3
TCGA-34-5234-01	8	9	81	0	47	8	5	1	4	27	24	0	7	0
TCGA-34-5236-01	10	4	72	6	45	4	11	3	26	11	39	18	17	3
TCGA-34-5239-01	7	11	93	14	83	10	16	0	12	13	31	0	11	8
TCGA-34-5240-01	9	14	47	19	48	9	12	4	15	10	28	0	0	3
TCGA-34-5241-01	7	15	92	9	39	4	18	3	24	35	0	10	1	0
TCGA-34-5927-01	10	12	92	26	43	13	25	0	28	27	42	0	0	6
TCGA-34-5928-01	20	18	45	62	33	22	16	12	140	11	32	21	21	3
TCGA-34-5929-01	4	2	95	25	38	3	9	9	44	10	21	0	20	0
TCGA-34-7107-01	9	15	84	34	27	15	23	8	15	37	52	1	0	2
TCGA-34-8454-01	20	12	147	106	130	11	0	23	224	12	11	8	0	7
TCGA-34-8455-01	5	31	286	2	178	3	7	3	26	5	45	13	7	3
TCGA-34-8456-01	3	2	5	4	5	2	0	2	2	4	12	3	5	0
TCGA-34-A5IX-01	12	6	94	13	57	25	3	2	19	36	49	3	28	5
TCGA-37-3783-01	19	15	37	83	38	17	4	33	158	19	36	0	37	2
TCGA-37-3789-01	15	6	56	37	49	2	21	18	96	8	28	26	2	3
TCGA-37-3792-01	13	38	364	29	318	6	7	12	70	38	127	61	27	11
TCGA-37-4129-01	0	0	0	0	0	1	0	0	0	3	0	2	0	0
TCGA-37-4130-01	5	48	584	15	444	44	1	9	34	0	143	0	81	11
TCGA-37-4132-01	16	22	147	7	86	0	15	0	17	27	25	0	21	2
TCGA-37-4133-01	3	19	86	21	42	39	32	5	24	30	23	28	0	11
TCGA-37-4135-01	6	24	136	6	68	10	21	2	24	17	51	23	0	2
TCGA-37-4141-01	8	16	134	1	89	19	13	0	23	4	52	8	29	9
TCGA-37-5819-01	9	42	425	23	227	21	36	9	31	4	38	18	40	3
TCGA-37-A5EL-01	16	19	169	23	112	12	27	12	42	10	54	1	29	5
TCGA-37-A5EM-01	14	24	143	10	79	10	12	13	33	29	30	34	0	1
TCGA-37-A5EN-01	5	17	97	11	26	18	8	9	19	20	38	28	0	3
TCGA-39-5011-01	12	27	351	27	244	5	0	15	45	0	28	0	39	0
TCGA-39-5016-01	19	44	130	17	100	29	39	0	22	22	32	17	0	10
TCGA-39-5019-01	8	6	96	4	15	8	16	1	14	21	8	6	22	1
TCGA-39-5021-01	5	10	69	11	30	8	0	3	9	11	9	15	13	4
TCGA-39-5022-01	8	2	9	44	17	4	4	14	102	12	33	2	0	2
TCGA-39-5024-01	12	20	31	27	3	13	1	3	61	29	37	0	23	5
TCGA-39-5028-01	8	7	12	36	22	12	6	17	75	13	4	10	0	0
TCGA-39-5029-01	8	16	25	15	17	14	7	6	21	29	19	0	0	5
TCGA-39-5030-01	6	6	22	22	23	87	23	8	41	13	24	0	1	1
TCGA-39-5031-01	48	9	109	194	42	6	5	58	286	0	22	0	35	3
TCGA-39-5034-01	7	36	349	14	233	13	22	4	32	21	24	24	0	0
TCGA-39-5035-01	14	6	13	25	16	13	17	7	37	0	34	15	0	3
TCGA-39-5036-01	7	11	63	7	57	17	17	8	27	21	37	32	22	2
TCGA-39-5037-01	8	11	69	14	51	18	14	11	10	27	21	15	28	2
TCGA-39-5039-01	9	16	85	3	20	18	1	3	7	22	20	3	2	0
TCGA-39-5040-01	10	26	196	11	178	10	22	6	24	4	60	12	28	4
TCGA-43-2576-01	10	31	281	19	181	2	9	0	21	33	45	17	0	6
TCGA-43-2578-01	4	22	172	12	100	0	0	5	17	13	54	7	20	5
TCGA-43-2581-01	9	52	516	9	388	20	0	3	29	0	98	0	11	5
TCGA-43-3394-01	2	7	45	4	39	2	13	0	11	33	4	14	0	0
TCGA-43-3920-01	12	6	75	27	37	2	7	2	55	14	49	6	42	0
TCGA-43-5668-01	8	44	384	17	219	27	15	0	22	20	55	2	6	5
TCGA-43-5670-01	4	1	16	25	0	4	9	8	50	3	23	0	27	0
TCGA-43-6143-01	5	16	144	18	62	10	13	7	28	31	51	12	0	4
TCGA-43-6647-01	2	12	50	3	36	12	0	3	16	11	22	11	19	3
TCGA-43-6770-01	3	9	55	13	34	10	9	0	21	31	60	6	15	5
TCGA-43-6771-01	6	11	122	6	62	9	8	0	8	0	12	9	0	2
TCGA-43-6773-01	6	8	5	4	0	2	6	5	9	9	16	4	1	1
TCGA-43-7656-01	5	23	122	7	96	11	14	0	18	32	80	14	6	1
TCGA-43-7657-01	4	4	29	0	28	12	13	3	14	10	21	6	17	3
TCGA-43-7658-01	16	14	90	11	36	17	5	8	12	6	23	12	12	0
TCGA-43-8115-01	8	7	102	5	15	23	0	10	19	34	15	7	13	0
TCGA-43-8116-01	11	18	102	22	95	14	19	6	55	38	57	11	7	4
TCGA-43-8118-01	22	17	304	58	178	12	17	5	98	27	18	0	28	10
TCGA-43-A474-01	8	18	164	5	98	31	24	21	25	12	34	4	27	4
TCGA-43-A475-01	12	11	111	9	57	15	12	0	26	22	26	0	0	4
TCGA-43-A56U-01	14	5	71	31	51	8	6	5	88	22	11	0	5	2
TCGA-43-A56V-01	6	8	97	7	66	2	8	1	16	9	12	11	28	5
TCGA-46-3765-01	10	7	85	36	27	7	7	14	23	14	33	9	14	6
TCGA-46-3767-01	4	7	47	4	39	3	0	0	11	11	24	12	3	2
TCGA-46-3768-01	7	18	92	13	43	4	0	5	27	16	56	41	26	4
TCGA-46-3769-01	26	30	336	104	255	19	7	30	192	13	81	24	15	14
TCGA-46-6025-01	8	5	22	22	22	18	3	1	30	11	56	31	0	4
TCGA-46-6026-01	8	15	60	24	28	16	19	4	23	9	17	0	41	0
TCGA-51-4079-01	15	17	165	40	107	16	8	8	38	16	32	36	0	12
TCGA-51-4080-01	6	9	159	6	56	11	11	3	11	22	32	11	15	0
TCGA-51-4081-01	5	15	79	3	41	4	8	6	11	18	25	11	17	5
TCGA-51-6867-01	16	34	273	37	138	9	15	19	75	65	81	0	16	4
TCGA-52-7622-01	1	9	104	5	58	11	5	1	11	33	32	31	33	4
TCGA-52-7809-01	14	17	64	29	30	1	46	2	45	12	33	0	4	11
TCGA-52-7810-01	11	21	120	82	47	0	16	28	154	19	19	16	0	2
TCGA-52-7811-01	5	12	61	3	26	5	6	2	13	18	20	8	7	1
TCGA-52-7812-01	15	17	150	22	85	5	15	0	28	14	13	0	7	0
TCGA-56-1622-01	7	8	66	6	76	17	3	7	7	17	37	17	14	5
TCGA-56-5897-01	5	0	41	14	0	5	2	2	30	17	5	4	0	1
TCGA-56-5898-01	8	4	53	5	32	3	6	2	14	7	12	22	12	2
TCGA-56-6545-01	8	14	148	31	40	14	3	8	44	13	26	10	3	4
TCGA-56-6546-01	14	19	157	5	84	12	7	3	14	18	57	13	8	5
TCGA-56-7221-01	11	24	121	28	48	10	7	11	50	17	27	6	5	1
TCGA-56-7222-01	11	25	183	19	79	7	23	3	35	42	33	18	0	11
TCGA-56-7223-01	17	15	76	13	43	5	25	1	20	29	56	26	43	4
TCGA-56-7579-01	11	23	82	12	40	6	6	4	41	28	16	1	40	7
TCGA-56-7580-01	2	5	54	0	21	4	12	5	14	14	31	0	9	0
TCGA-56-7582-01	5	12	64	4	14	5	24	6	9	11	30	3	13	4
TCGA-56-7730-01	12	28	149	5	100	21	24	5	18	29	36	30	0	5
TCGA-56-7731-01	5	15	205	16	58	11	6	0	27	38	40	0	21	1
TCGA-56-7822-01	15	14	95	44	49	19	8	20	118	11	2	44	26	2
TCGA-56-7823-01	11	19	114	6	81	14	6	3	18	15	37	28	0	2
TCGA-56-8082-01	16	9	84	10	41	22	29	3	13	24	30	0	0	0
TCGA-56-8083-01	5	10	70	2	50	7	16	0	7	6	10	0	9	7
TCGA-56-8201-01	6	2	47	12	41	9	8	0	18	22	27	1	4	2
TCGA-56-8304-01	16	7	118	7	60	2	9	6	20	25	34	0	0	0
TCGA-56-8305-01	12	21	199	21	108	14	5	9	24	35	30	8	4	0
TCGA-56-8307-01	9	18	215	10	122	17	12	4	26	23	47	20	0	2
TCGA-56-8308-01	17	18	135	15	91	24	14	0	28	30	35	0	28	0
TCGA-56-8309-01	4	5	43	8	22	9	0	0	8	26	30	4	0	2
TCGA-56-8503-01	10	7	39	25	7	0	3	15	72	15	16	0	0	0
TCGA-56-8504-01	6	19	116	3	53	7	9	3	10	22	32	6	0	5
TCGA-56-8622-01	6	21	81	23	57	14	20	0	16	19	24	0	9	2
TCGA-56-8624-01	5	6	54	11	17	11	7	8	29	7	0	0	0	3
TCGA-56-8625-01	25	15	122	78	80	31	18	34	117	4	26	19	35	2
TCGA-56-8626-01	12	12	100	16	44	15	16	6	29	17	53	0	0	2
TCGA-56-8628-01	9	20	215	5	120	8	1	2	12	31	65	2	20	6
TCGA-56-8629-01	6	11	86	10	40	17	5	0	20	6	61	12	0	4
TCGA-56-A49D-01	9	18	86	28	35	24	13	11	62	33	36	14	2	5
TCGA-56-A4BW-01	10	11	85	18	40	6	14	4	63	17	19	0	0	3
TCGA-56-A4BY-01	0	19	61	11	23	8	5	0	4	17	32	6	0	2
TCGA-56-A4ZJ-01	5	11	55	1	25	3	2	2	11	12	10	3	0	4
TCGA-56-A4ZK-01	6	10	82	7	20	3	15	3	32	20	48	31	16	3
TCGA-56-A5DS-01	19	6	69	26	28	17	8	3	32	21	20	0	11	3
TCGA-56-A62T-01	15	30	225	10	178	17	18	11	29	7	47	16	26	1
