Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L	SBS96M
TCGA-49-4501-01	1	2	13	0	10	24	7	7	3	0	0	0	5
TCGA-49-4505-01	1	0	132	72	11	22	13	6	11	0	0	0	6
TCGA-49-4506-01	2	4	46	41	5	14	0	3	2	13	10	0	0
TCGA-49-4507-01	11	4	79	49	21	4	24	13	25	0	13	6	0
TCGA-49-4510-01	3	2	0	14	0	1	0	1	6	19	16	0	4
TCGA-49-4512-01	3	0	8	4	3	5	20	2	3	2	2	3	0
TCGA-49-4514-01	24	7	110	102	46	12	17	15	62	0	18	0	0
TCGA-49-6742-01	23	9	64	25	68	17	13	18	72	0	0	45	0
TCGA-49-6743-01	34	43	294	229	98	7	41	9	122	42	19	7	0
TCGA-49-6744-01	7	12	123	107	2	1	5	3	8	0	17	0	0
TCGA-49-6745-01	19	0	0	0	33	24	7	1	45	1	14	0	26
TCGA-49-6761-01	9	15	47	45	44	20	5	0	44	8	4	5	0
TCGA-49-6767-01	9	21	169	244	14	19	1	4	30	18	63	2	0
TCGA-49-AAQV-01	2	4	14	0	11	8	3	0	28	3	6	0	9
TCGA-49-AAR0-01	10	3	74	33	8	16	0	9	12	0	3	8	0
TCGA-49-AAR2-01	8	18	224	198	0	8	12	2	18	0	0	0	0
TCGA-49-AAR3-01	0	6	50	45	7	11	7	6	10	14	12	0	3
TCGA-49-AAR4-01	24	39	255	236	41	0	6	16	63	0	21	0	11
TCGA-49-AAR9-01	12	20	385	304	4	14	15	17	17	0	20	0	0
TCGA-49-AARE-01	32	63	514	733	53	45	0	12	61	11	147	0	0
TCGA-49-AARN-01	29	18	257	178	136	0	1	0	12	21	15	222	43
TCGA-49-AARO-01	6	9	335	340	7	3	0	10	28	0	0	0	0
TCGA-49-AARQ-01	30	16	352	363	37	7	20	5	58	0	1	0	0
TCGA-49-AARR-01	0	0	1	0	0	2	0	0	0	0	0	0	0
TCGA-4B-A93V-01	5	4	68	46	6	1	10	6	4	7	14	0	0
TCGA-50-5044-01	11	5	9	1	39	3	6	0	74	4	5	0	14
TCGA-50-5045-01	0	10	136	187	8	0	2	2	16	0	9	0	0
TCGA-50-5049-01	18	24	379	412	10	3	0	9	31	18	84	0	16
TCGA-50-5051-01	1	9	14	58	2	9	12	0	8	7	18	0	1
TCGA-50-5055-01	0	0	0	0	2	0	11	0	3	2	4	0	0
TCGA-50-5066-01	10	10	138	88	12	6	0	1	16	6	48	10	0
TCGA-50-5068-01	6	1	36	19	1	5	15	9	5	9	12	0	0
TCGA-50-5072-01	10	6	81	56	13	5	5	0	8	9	7	3	0
TCGA-50-5930-01	14	34	513	652	7	25	0	16	27	0	68	3	0
TCGA-50-5931-01	8	10	129	128	8	17	1	5	19	18	38	0	0
TCGA-50-5932-01	4	9	34	37	0	0	4	1	1	0	0	0	0
TCGA-50-5933-01	26	19	240	195	21	20	25	16	24	0	46	0	0
TCGA-50-5935-01	6	12	3	0	29	6	10	1	32	14	10	0	0
TCGA-50-5936-01	3	2	31	15	29	3	7	9	29	3	12	3	0
TCGA-50-5939-01	7	6	17	5	15	8	8	0	9	10	12	4	3
TCGA-50-5941-01	10	18	154	157	12	8	13	1	33	11	61	4	0
TCGA-50-5942-01	1	5	21	14	1	1	13	0	2	3	7	2	1
TCGA-50-5944-01	1	9	26	2	4	17	6	0	8	2	5	0	4
TCGA-50-5946-01	21	21	212	273	59	24	20	9	99	29	49	0	0
TCGA-50-6590-01	34	29	375	342	65	20	0	14	134	7	61	3	0
TCGA-50-6591-01	5	8	2	3	1	5	8	5	3	0	15	5	6
TCGA-50-6592-01	12	14	109	60	23	6	10	5	39	11	39	4	24
TCGA-50-6593-01	8	19	119	139	8	15	0	1	11	22	44	4	0
TCGA-50-6594-01	5	24	238	258	20	10	0	11	37	0	31	0	0
TCGA-50-6595-01	13	10	8	13	12	6	3	4	14	7	26	0	2
TCGA-50-6597-01	4	7	0	0	15	6	15	8	7	0	14	2	0
TCGA-50-6673-01	3	3	8	0	1	7	13	0	6	10	4	1	6
TCGA-50-7109-01	7	12	89	106	0	8	18	7	9	12	39	1	0
TCGA-50-8457-01	4	7	8	15	1	5	4	3	5	3	11	1	0
TCGA-50-8459-01	4	0	30	39	3	6	15	1	3	4	14	0	0
TCGA-50-8460-01	1	0	3	0	3	5	4	0	1	0	3	0	16
TCGA-53-7624-01	25	50	290	352	66	22	5	22	94	15	67	4	0
TCGA-53-7626-01	9	6	134	194	9	6	0	2	36	12	40	2	0
TCGA-53-7813-01	1	8	72	63	1	11	6	4	2	7	11	0	0
TCGA-53-A4EZ-01	16	31	188	296	15	16	14	3	23	0	52	0	20
TCGA-55-1592-01	26	20	202	142	27	30	0	1	45	44	93	10	51
TCGA-55-1594-01	7	13	54	23	28	17	1	13	44	3	20	2	6
TCGA-55-1595-01	0	23	150	146	9	4	16	1	12	17	29	0	0
TCGA-55-1596-01	15	9	51	56	1	16	0	0	9	30	36	1	10
TCGA-55-5899-01	17	15	156	190	55	10	10	11	59	9	17	0	0
TCGA-55-6543-01	1	0	3	0	0	10	7	0	3	0	0	1	0
TCGA-55-6642-01	5	4	50	62	2	0	12	4	4	4	0	4	4
TCGA-55-6712-01	12	6	12	17	34	15	8	1	62	0	20	5	4
TCGA-55-6968-01	42	11	65	75	157	7	12	10	244	0	31	1	0
TCGA-55-6969-01	16	11	192	155	7	4	0	6	17	18	73	15	0
TCGA-55-6970-01	3	6	88	61	6	8	1	0	8	10	4	0	14
TCGA-55-6971-01	3	5	52	18	4	0	7	0	3	5	7	0	4
TCGA-55-6972-01	25	19	87	51	82	13	0	0	49	0	16	0	0
TCGA-55-6975-01	1	0	30	16	7	8	8	3	6	6	15	0	0
TCGA-55-6978-01	0	2	0	0	0	5	6	0	0	1	15	3	3
TCGA-55-6979-01	9	0	33	35	4	0	0	4	46	1	40	0	0
TCGA-55-6980-01	1	3	0	0	0	0	3	0	0	2	7	0	0
TCGA-55-6981-01	3	1	5	1	1	11	11	2	5	6	5	0	12
TCGA-55-6982-01	20	11	0	14	80	12	4	4	119	1	22	0	0
TCGA-55-6983-01	2	12	40	44	4	14	1	7	3	5	0	0	2
TCGA-55-6984-01	1	2	0	3	1	0	0	3	0	1	10	0	6
TCGA-55-6985-01	16	33	183	237	0	13	1	7	14	1	54	0	25
TCGA-55-6986-01	3	3	1	1	0	1	4	4	1	5	2	0	0
TCGA-55-6987-01	4	10	67	45	28	12	0	9	54	2	22	1	0
TCGA-55-7227-01	2	10	64	67	9	3	20	4	6	10	6	3	0
TCGA-55-7281-01	24	32	172	202	16	14	0	6	28	11	51	1	0
TCGA-55-7283-01	7	20	50	63	24	24	34	10	37	2	16	4	0
TCGA-55-7284-01	6	0	4	0	0	16	19	4	1	0	3	4	0
TCGA-55-7570-01	14	20	168	90	20	8	7	3	77	15	42	1	2
TCGA-55-7573-01	1	8	16	10	6	1	0	1	3	3	7	1	6
TCGA-55-7574-01	24	15	56	42	40	4	0	11	92	2	36	0	0
TCGA-55-7576-01	7	26	165	156	15	27	20	0	19	12	50	2	0
TCGA-55-7724-01	3	12	57	32	17	19	9	15	22	30	48	5	8
TCGA-55-7725-01	1	3	83	43	2	7	3	0	4	6	0	0	2
TCGA-55-7726-01	3	0	9	6	24	13	19	8	53	0	6	0	0
TCGA-55-7727-01	29	8	75	70	49	16	10	4	49	7	0	0	0
TCGA-55-7728-01	2	12	26	51	0	7	16	2	5	0	0	0	0
TCGA-55-7815-01	1	12	59	55	6	7	18	2	4	0	17	1	0
TCGA-55-7816-01	0	0	0	0	0	0	2	0	0	0	0	0	0
TCGA-55-7903-01	3	11	7	58	14	17	19	2	14	9	8	1	25
TCGA-55-7907-01	31	32	516	543	83	17	37	2	145	0	47	0	0
TCGA-55-7910-01	1	13	112	145	3	7	23	10	10	0	31	0	13
TCGA-55-7911-01	8	16	110	80	4	3	8	6	17	0	16	0	10
TCGA-55-7913-01	14	7	143	145	15	24	8	6	29	0	13	1	30
TCGA-55-7914-01	6	2	81	50	7	23	4	12	17	11	1	0	0
TCGA-55-7994-01	18	90	619	795	31	46	21	18	74	19	159	0	0
TCGA-55-7995-01	22	36	270	237	50	10	8	8	56	25	94	6	0
TCGA-55-8085-01	7	10	85	66	53	13	21	10	61	0	2	0	0
TCGA-55-8087-01	6	1	2	0	3	10	4	3	3	3	2	0	0
TCGA-55-8089-01	46	31	494	438	173	29	17	30	230	0	48	1	9
TCGA-55-8090-01	4	8	27	32	0	6	6	1	5	7	15	0	2
TCGA-55-8091-01	0	3	7	0	1	10	9	2	0	1	1	0	1
TCGA-55-8092-01	37	32	153	224	93	33	34	11	51	9	45	3	0
TCGA-55-8094-01	7	5	187	220	11	17	5	6	15	0	29	20	35
TCGA-55-8096-01	6	5	65	42	4	7	11	3	9	0	26	1	0
TCGA-55-8097-01	4	6	18	40	7	28	14	6	8	0	4	4	0
TCGA-55-8203-01	4	14	210	203	3	25	14	8	8	0	41	0	0
TCGA-55-8204-01	20	6	73	31	31	17	0	10	46	10	26	0	0
TCGA-55-8205-01	24	4	194	148	59	19	0	19	131	16	29	5	0
TCGA-55-8206-01	0	0	3	1	4	6	5	1	2	0	4	0	12
TCGA-55-8207-01	8	10	121	141	3	26	9	0	18	10	34	0	7
TCGA-55-8208-01	27	23	92	43	73	11	1	9	108	23	33	1	0
TCGA-55-8299-01	4	16	103	93	10	9	0	4	6	10	18	0	0
TCGA-55-8301-01	12	10	126	112	6	13	11	4	27	21	16	4	0
TCGA-55-8302-01	15	54	354	340	5	17	1	15	25	4	15	0	0
TCGA-55-8505-01	3	1	0	1	5	7	4	4	7	4	12	0	0
TCGA-55-8506-01	26	60	475	714	12	289	344	43	32	78	31	3	0
TCGA-55-8507-01	20	77	316	550	16	41	1	8	32	2	145	5	0
TCGA-55-8508-01	3	7	74	70	12	18	8	0	6	0	13	3	13
TCGA-55-8510-01	11	20	140	168	6	5	5	4	29	1	3	0	0
TCGA-55-8511-01	20	23	209	275	51	19	23	7	36	2	35	13	0
TCGA-55-8512-01	1	3	20	9	2	1	2	1	3	2	1	0	6
TCGA-55-8513-01	1	0	0	0	0	2	4	1	0	0	0	0	0
TCGA-55-8514-01	11	27	121	140	2	13	24	0	10	0	3	0	0
TCGA-55-8614-01	5	8	85	29	13	21	24	11	23	29	47	3	0
TCGA-55-8615-01	4	8	66	29	2	10	5	1	5	7	18	7	0
TCGA-55-8616-01	8	21	242	264	1	34	6	5	20	0	2	0	0
TCGA-55-8619-01	0	0	0	1	0	7	13	2	1	0	3	0	0
TCGA-55-8620-01	11	40	160	232	7	29	20	9	16	14	74	3	0
TCGA-55-8621-01	4	4	30	21	1	8	0	2	8	7	4	0	0
TCGA-55-A48X-01	17	32	207	185	8	8	0	3	23	0	0	0	0
TCGA-55-A48Y-01	31	6	0	6	153	11	18	31	175	0	13	0	0
TCGA-55-A48Z-01	1	9	23	4	4	17	0	2	3	0	2	3	0
TCGA-55-A490-01	19	35	603	729	46	16	17	22	79	0	74	3	0
TCGA-55-A491-01	11	24	126	179	12	16	4	7	25	15	42	5	0
TCGA-55-A492-01	7	22	128	113	11	8	21	2	10	27	6	0	0
TCGA-55-A493-01	6	12	125	75	44	14	7	11	35	6	0	5	0
TCGA-55-A494-01	7	1	103	91	2	23	26	12	13	0	11	6	0
TCGA-55-A4DF-01	76	25	118	94	217	23	20	47	329	0	34	0	0
TCGA-55-A4DG-01	6	31	238	391	0	16	12	6	39	21	84	0	0
TCGA-55-A57B-01	1	0	7	1	5	8	5	8	0	1	13	0	0
TCGA-62-8394-01	5	6	16	14	12	9	10	6	34	10	42	9	0
TCGA-62-8395-01	7	4	7	1	4	17	6	4	11	5	17	0	3
TCGA-62-8397-01	0	3	3	2	2	6	4	0	0	0	3	2	7
TCGA-62-8398-01	0	11	21	26	8	10	8	0	5	5	6	3	0
TCGA-62-8399-01	7	14	148	146	78	26	28	18	148	2	21	13	12
TCGA-62-8402-01	6	2	6	0	3	9	17	0	3	3	13	0	11
TCGA-62-A46O-01	25	40	289	401	67	22	19	19	92	22	92	4	0
TCGA-62-A46P-01	5	1	129	144	0	22	10	5	9	0	20	0	8
TCGA-62-A46R-01	3	9	48	48	21	12	21	4	9	12	12	0	10
TCGA-62-A46S-01	9	4	33	49	8	13	17	7	4	0	9	6	0
TCGA-62-A46U-01	2	2	15	2	4	13	5	0	4	0	5	0	0
TCGA-62-A46V-01	4	0	3	2	5	11	10	3	0	1	19	0	13
TCGA-62-A46Y-01	1	1	12	1	1	0	20	0	1	0	0	2	0
TCGA-62-A470-01	7	1	44	25	2	16	16	9	9	6	1	4	7
TCGA-62-A471-01	4	9	9	1	28	8	0	18	33	5	16	0	17
TCGA-62-A472-01	6	4	4	15	4	1	9	5	0	4	19	1	0
TCGA-64-1676-01	11	19	324	305	6	19	17	0	21	0	18	0	0
TCGA-64-1679-01	10	9	296	210	18	3	14	5	34	0	15	0	0
TCGA-64-1680-01	0	1	14	0	8	3	17	8	14	0	3	3	5
TCGA-64-1681-01	4	12	5	3	10	1	8	3	19	1	17	19	4
TCGA-64-5774-01	3	5	52	70	1	20	2	0	8	0	15	0	0
TCGA-64-5775-01	15	17	192	269	9	23	12	4	17	5	26	0	0
TCGA-64-5778-01	8	16	240	216	25	14	11	3	18	11	17	0	0
TCGA-64-5779-01	4	16	90	202	5	33	0	5	13	10	55	4	0
TCGA-64-5781-01	30	48	590	478	81	7	23	19	72	0	57	0	0
TCGA-64-5815-01	6	7	97	67	0	3	22	0	6	0	0	0	5
TCGA-67-3770-01	6	11	93	93	5	4	12	2	4	22	21	0	0
TCGA-67-3771-01	54	76	226	344	128	16	29	18	211	54	155	9	0
TCGA-67-3773-01	7	1	43	41	3	8	5	6	0	4	4	3	0
TCGA-67-3774-01	4	8	65	29	6	2	4	2	4	2	11	0	13
TCGA-67-4679-01	13	7	167	108	4	15	3	0	11	0	24	0	0
TCGA-67-6215-01	4	7	0	1	7	1	3	0	2	8	13	77	14
TCGA-67-6216-01	8	0	0	1	3	6	3	0	10	3	2	0	9
TCGA-67-6217-01	9	5	39	85	4	14	6	0	8	0	15	7	42
TCGA-69-7760-01	1	1	26	3	4	13	9	4	4	9	0	6	8
TCGA-69-7761-01	0	0	10	2	2	2	1	1	0	1	8	2	7
TCGA-69-7763-01	3	6	21	20	3	25	8	0	2	0	7	2	3
TCGA-69-7764-01	1	7	37	17	6	11	6	0	4	17	8	0	2
TCGA-69-7765-01	15	31	261	301	37	8	0	10	36	0	39	0	9
TCGA-69-7973-01	7	3	109	138	9	17	9	2	5	0	10	0	0
TCGA-69-7974-01	15	23	211	236	7	16	19	7	31	6	69	0	0
TCGA-69-7978-01	13	22	211	224	63	9	22	22	135	1	44	0	0
TCGA-69-7979-01	16	68	641	843	27	36	8	26	78	0	57	0	0
TCGA-69-7980-01	26	36	243	326	51	4	28	14	141	28	62	0	12
TCGA-69-8253-01	4	1	102	49	16	11	2	5	14	0	5	0	0
TCGA-69-8254-01	5	4	35	12	2	1	25	0	1	5	5	2	0
TCGA-69-8255-01	9	11	106	82	26	19	6	12	21	22	37	11	3
TCGA-69-A59K-01	6	10	206	280	26	12	50	0	26	0	0	0	21
TCGA-71-6725-01	6	5	10	0	5	21	17	0	3	6	0	0	0
TCGA-71-8520-01	4	0	9	11	6	20	11	8	13	5	3	4	11
TCGA-73-4658-01	7	22	102	95	79	19	14	13	71	0	2	0	24
TCGA-73-4659-01	5	8	143	68	2	2	14	7	9	0	4	0	0
TCGA-73-4662-01	4	10	101	88	7	0	19	2	14	7	8	1	7
TCGA-73-4666-01	7	11	187	161	11	20	7	2	21	12	18	14	0
TCGA-73-4668-01	5	14	322	210	3	25	2	2	19	17	6	0	4
TCGA-73-4670-01	18	21	142	148	15	11	15	7	16	24	5	19	0
TCGA-73-4675-01	1	1	11	12	2	8	6	3	5	15	17	3	0
TCGA-73-4676-01	4	3	35	12	3	5	15	1	1	21	9	3	0
TCGA-73-4677-01	8	15	91	107	10	8	12	1	7	10	33	2	0
TCGA-73-7498-01	8	4	40	41	0	10	8	0	4	0	16	4	4
TCGA-73-7499-01	6	5	1	2	3	8	11	1	16	2	21	1	6
TCGA-73-A9RS-01	20	28	414	529	28	8	10	5	51	0	79	0	0
TCGA-75-5122-01	13	7	27	30	11	15	19	0	20	4	21	0	0
TCGA-75-5125-01	4	6	64	29	14	4	11	19	27	16	13	3	0
TCGA-75-5126-01	15	16	229	233	77	5	17	17	112	7	35	0	18
TCGA-75-5146-01	3	6	88	99	9	0	7	0	4	6	17	0	0
TCGA-75-5147-01	1	2	0	0	5	8	9	0	8	1	10	3	0
TCGA-75-6203-01	0	0	0	1	0	0	16	2	0	0	0	0	0
TCGA-75-6205-01	1	3	0	4	7	1	7	2	3	5	22	3	2
TCGA-75-6206-01	4	4	40	17	2	4	0	5	13	2	9	0	9
TCGA-75-6207-01	7	1	18	3	4	12	4	3	11	6	13	0	2
TCGA-75-6211-01	4	9	177	145	3	12	8	9	21	0	14	0	40
TCGA-75-6212-01	3	2	0	0	2	1	6	2	0	3	2	0	0
TCGA-75-6214-01	38	33	258	257	72	22	12	18	114	5	70	0	0
TCGA-75-7025-01	3	0	1	0	7	13	5	3	0	4	2	0	0
TCGA-75-7027-01	6	18	124	93	5	6	5	4	5	10	27	0	0
TCGA-75-7030-01	0	0	0	2	0	1	7	1	0	1	0	1	5
TCGA-75-7031-01	7	14	91	51	2	8	19	3	24	11	9	7	13
TCGA-78-7145-01	6	10	111	63	1	6	10	6	16	0	0	1	7
TCGA-78-7146-01	22	9	117	115	46	15	22	5	65	2	42	4	0
TCGA-78-7147-01	12	22	92	102	28	16	18	2	27	20	72	5	11
TCGA-78-7148-01	10	14	64	88	5	4	18	2	7	28	27	7	0
TCGA-78-7149-01	15	5	34	20	36	7	8	8	51	10	6	0	0
TCGA-78-7150-01	18	34	115	83	68	14	18	24	89	7	32	7	0
TCGA-78-7152-01	14	10	80	33	30	8	0	18	54	6	0	2	0
TCGA-78-7153-01	8	2	17	18	9	7	31	2	18	6	26	3	9
TCGA-78-7154-01	18	8	32	34	51	24	34	9	67	20	24	7	0
TCGA-78-7155-01	35	22	628	733	71	19	37	3	84	37	155	14	0
TCGA-78-7156-01	32	4	105	84	74	21	8	13	76	0	0	0	0
TCGA-78-7158-01	7	3	82	84	26	3	16	6	20	6	17	3	11
TCGA-78-7159-01	2	8	144	142	10	22	8	0	8	2	31	3	0
TCGA-78-7160-01	4	1	9	0	0	0	5	0	5	8	19	3	3
TCGA-78-7161-01	5	8	51	89	8	11	18	0	12	12	17	5	0
TCGA-78-7162-01	5	6	23	18	8	0	10	0	10	4	13	1	3
TCGA-78-7163-01	0	0	0	2	0	1	4	8	0	0	10	2	0
TCGA-78-7166-01	8	12	84	130	9	8	6	0	3	10	0	5	0
TCGA-78-7167-01	5	4	19	33	15	11	15	2	24	0	3	0	23
TCGA-78-7220-01	41	52	398	341	60	30	0	7	65	0	43	9	0
TCGA-78-7535-01	5	5	61	61	4	7	6	3	6	8	30	18	6
TCGA-78-7536-01	5	24	227	289	17	8	24	5	8	11	109	11	0
TCGA-78-7537-01	6	5	86	33	12	9	0	0	7	0	10	1	0
TCGA-78-7539-01	31	7	87	74	83	18	21	35	213	23	13	0	0
TCGA-78-7540-01	0	3	0	0	2	9	11	4	1	0	5	0	1
TCGA-78-7542-01	11	16	128	207	26	10	16	4	14	0	4	2	39
TCGA-78-7633-01	7	2	32	51	0	7	3	0	10	1	12	0	10
TCGA-78-8640-01	14	34	262	241	57	28	24	18	85	34	107	10	0
TCGA-78-8648-01	1	0	6	5	0	4	0	0	0	0	0	0	0
TCGA-78-8655-01	7	8	29	46	2	13	7	4	6	7	0	3	0
TCGA-78-8660-01	8	8	113	49	18	7	5	7	23	0	26	0	40
TCGA-78-8662-01	32	46	583	492	40	30	16	7	66	48	76	4	0
TCGA-80-5607-01	8	0	13	1	52	7	0	6	58	0	0	0	13
TCGA-80-5608-01	0	2	90	56	3	1	17	4	9	0	17	0	0
TCGA-80-5611-01	8	14	63	34	5	9	7	0	12	24	36	8	27
TCGA-83-5908-01	2	7	65	69	30	11	6	2	67	3	33	0	0
TCGA-86-6562-01	1	4	0	5	5	5	6	7	14	0	9	5	13
TCGA-86-6851-01	20	29	429	381	22	13	0	10	112	37	41	0	0
TCGA-86-7701-01	2	4	86	73	2	12	7	7	6	7	32	5	5
TCGA-86-7711-01	6	4	78	50	21	13	7	8	32	20	29	4	0
TCGA-86-7713-01	13	16	49	70	1	3	9	2	7	4	9	3	0
TCGA-86-7714-01	1	5	41	15	3	4	6	4	1	6	5	0	0
TCGA-86-7953-01	0	0	14	8	5	5	5	0	4	5	14	1	4
TCGA-86-7954-01	7	17	90	61	19	21	13	13	30	15	0	4	0
TCGA-86-7955-01	15	5	118	106	19	2	26	0	19	25	40	2	0
TCGA-86-8054-01	4	7	123	80	12	8	15	0	10	11	1	4	0
TCGA-86-8055-01	2	0	3	3	2	7	14	3	3	2	22	2	0
TCGA-86-8056-01	26	2	54	44	77	3	22	17	79	6	9	1	0
TCGA-86-8073-01	27	49	731	834	47	12	28	6	71	19	21	0	0
TCGA-86-8074-01	4	8	4	12	4	7	4	0	5	1	16	12	2
TCGA-86-8075-01	1	1	3	0	1	6	14	5	5	6	15	1	4
TCGA-86-8076-01	4	7	3	12	7	11	11	0	16	3	8	2	0
TCGA-86-8278-01	6	1	0	0	46	8	9	11	53	5	4	1	0
TCGA-86-8279-01	6	6	241	266	10	22	10	2	18	32	21	2	0
TCGA-86-8280-01	7	4	13	1	0	8	2	0	2	2	4	0	12
TCGA-86-8281-01	10	13	63	129	12	28	1	5	30	10	34	2	0
TCGA-86-8358-01	25	50	595	494	13	32	41	9	37	8	67	5	0
TCGA-86-8359-01	6	5	104	55	6	12	4	2	6	0	0	0	0
TCGA-86-8585-01	9	21	228	207	31	12	0	28	87	19	62	6	0
TCGA-86-8668-01	1	0	10	0	3	6	16	0	1	3	4	1	0
TCGA-86-8669-01	5	10	63	30	2	4	17	14	9	9	5	2	0
TCGA-86-8671-01	3	2	10	0	3	3	6	4	7	3	0	1	5
TCGA-86-8672-01	10	22	72	128	23	6	25	0	24	0	40	0	26
TCGA-86-8673-01	14	32	223	193	24	14	4	0	29	13	53	1	5
TCGA-86-8674-01	4	9	129	171	30	12	3	1	16	0	5	2	0
TCGA-86-A456-01	18	18	148	179	19	16	0	4	18	18	14	0	0
TCGA-86-A4JF-01	35	77	177	190	74	309	169	47	104	393	53	11	7
TCGA-86-A4P7-01	2	4	8	0	9	8	7	0	18	0	18	0	10
TCGA-86-A4P8-01	0	1	0	0	0	0	0	0	0	0	1	0	0
TCGA-91-6828-01	6	11	118	115	8	18	0	4	23	0	28	5	0
TCGA-91-6829-01	18	47	273	249	20	15	8	5	46	40	75	9	0
TCGA-91-6830-01	25	7	39	5	81	10	0	12	131	4	1	0	0
TCGA-91-6831-01	11	22	84	86	0	13	2	9	15	22	56	1	19
TCGA-91-6835-01	4	1	14	16	7	5	6	0	13	13	21	0	13
TCGA-91-6836-01	10	30	198	216	11	21	7	2	22	1	26	0	35
TCGA-91-6840-01	4	2	3	3	25	7	10	9	49	4	14	0	12
TCGA-91-6847-01	3	2	19	0	5	14	18	6	12	9	13	1	3
TCGA-91-6848-01	14	35	177	216	34	7	13	6	74	42	118	4	1
TCGA-91-6849-01	5	0	48	32	3	0	3	3	3	0	21	0	23
TCGA-91-7771-01	18	4	85	50	8	6	7	0	18	12	20	9	14
TCGA-91-8496-01	1	2	0	2	1	3	17	1	3	3	8	0	0
TCGA-91-8497-01	10	0	8	8	1	0	17	0	2	5	5	0	0
TCGA-91-8499-01	15	12	85	93	45	15	18	8	61	17	25	1	0
TCGA-91-A4BC-01	6	15	228	215	8	23	18	5	23	0	9	3	10
TCGA-91-A4BD-01	0	0	3	0	4	7	4	0	0	8	0	0	1
TCGA-93-7347-01	4	7	54	47	4	9	0	0	9	5	4	0	0
TCGA-93-7348-01	8	0	19	29	11	15	7	0	7	13	13	1	10
TCGA-93-8067-01	41	9	29	49	197	3	23	55	247	0	21	0	0
TCGA-93-A4JN-01	1	4	3	11	9	7	15	2	6	2	17	5	16
TCGA-93-A4JO-01	4	3	8	2	1	7	0	4	12	6	10	5	3
TCGA-93-A4JP-01	0	1	2	6	16	9	2	2	8	0	9	0	27
TCGA-93-A4JQ-01	2	1	4	0	17	8	0	1	42	14	38	1	17
TCGA-95-7039-01	16	76	529	636	34	35	9	14	57	29	89	17	1
TCGA-95-7043-01	33	38	497	586	15	14	51	12	54	0	19	0	0
TCGA-95-7562-01	9	12	148	219	0	9	17	2	11	0	34	0	0
TCGA-95-7567-01	13	32	207	216	18	260	0	5	27	300	0	17	48
TCGA-95-7944-01	29	3	30	8	82	0	14	15	126	0	0	0	0
TCGA-95-7947-01	33	15	149	103	97	16	0	37	109	28	60	0	18
TCGA-95-7948-01	12	0	0	0	57	11	2	16	75	0	9	1	0
TCGA-95-8039-01	2	12	9	22	13	19	3	0	12	7	17	2	0
TCGA-95-8494-01	4	2	20	0	31	26	0	11	28	0	0	2	9
TCGA-95-A4VK-01	12	8	101	123	5	8	24	6	5	0	26	0	0
TCGA-95-A4VN-01	5	11	276	211	17	9	2	15	28	0	17	0	0
TCGA-95-A4VP-01	1	12	56	51	0	7	6	5	5	10	5	3	0
TCGA-97-7546-01	3	22	124	143	1	5	11	3	19	16	4	1	0
TCGA-97-7547-01	8	14	65	55	17	8	10	6	42	0	0	1	0
TCGA-97-7552-01	1	1	0	1	0	11	7	4	0	4	8	5	5
TCGA-97-7553-01	2	5	0	15	2	0	21	0	2	1	3	0	0
TCGA-97-7554-01	19	26	233	200	7	15	13	5	16	19	6	0	0
TCGA-97-7937-01	7	15	183	237	8	24	19	18	24	10	15	4	0
TCGA-97-7938-01	8	13	140	195	12	12	14	9	42	13	47	0	0
TCGA-97-7941-01	2	2	35	31	9	12	6	0	9	2	0	0	13
TCGA-97-8171-01	3	3	16	4	0	8	21	2	3	7	0	0	0
TCGA-97-8172-01	11	9	152	101	0	18	24	9	5	2	0	0	0
TCGA-97-8174-01	8	0	46	58	2	16	13	9	23	2	24	0	12
TCGA-97-8175-01	4	0	16	0	2	0	8	0	0	0	5	0	6
TCGA-97-8176-01	4	14	53	33	24	5	19	9	29	4	0	3	0
TCGA-97-8177-01	3	3	11	1	7	11	0	0	2	2	6	1	0
TCGA-97-8179-01	6	5	101	64	2	3	1	0	12	5	9	0	0
TCGA-97-8547-01	1	4	7	4	11	15	6	4	8	0	0	4	6
TCGA-97-8552-01	1	1	4	1	0	7	0	0	1	0	3	0	11
TCGA-97-A4LX-01	2	0	117	63	3	3	0	0	7	6	13	2	3
TCGA-97-A4M0-01	11	15	142	169	31	11	1	0	46	19	29	3	23
TCGA-97-A4M1-01	1	1	0	5	6	8	12	0	6	0	16	0	0
TCGA-97-A4M2-01	4	0	12	1	2	2	4	0	6	0	1	0	0
TCGA-97-A4M3-01	2	4	75	94	11	8	3	5	17	3	6	0	22
TCGA-97-A4M5-01	13	0	5	13	65	4	8	7	60	0	13	2	0
TCGA-97-A4M6-01	1	1	11	0	5	7	2	0	2	7	3	0	3
TCGA-97-A4M7-01	2	13	133	177	8	11	6	0	12	3	18	1	0
TCGA-99-7458-01	15	39	229	209	2	12	0	4	19	31	17	0	0
TCGA-99-8025-01	19	29	147	140	58	38	15	4	93	17	33	2	4
TCGA-99-8028-01	1	10	234	219	3	14	0	8	11	18	24	0	0
TCGA-99-8032-01	4	17	152	179	12	24	7	13	22	0	58	4	0
TCGA-99-8033-01	3	9	47	68	8	5	14	4	5	0	42	0	18
